ENST00000615559	ENST00000615559
ENST00000620001	ENST00000620001
ENST00000614652	ENST00000614652
ENST00000613826	ENST00000613826
ENST00000612444	ENST00000612444
ENST00000621110	ENST00000621110
ENST00000611145	ENST00000611145
ENST00000613523	ENST00000613523
ENST00000616866	ENST00000616866
ENST00000613361	ENST00000613361
ENST00000615897	ENST00000615897
ENST00000614406	ENST00000614406
ENST00000616901	ENST00000616901
ENST00000618697	ENST00000618697
ENST00000622757	ENST00000622757
ENST00000620598	ENST00000620598
ENST00000618272	ENST00000618272
ENST00000611654	ENST00000611654
ENST00000615987	ENST00000615987
ENST00000616360	ENST00000616360
ENST00000619370	ENST00000619370
ENST00000591892	ENST00000591892
ENST00000611296	ENST00000611296
ENST00000612995	ENST00000612995
ENST00000615211	ENST00000615211
ENST00000619313	ENST00000619313
ENST00000615731	ENST00000615731
ENST00000622261	ENST00000622261
ENST00000612557	ENST00000612557
ENST00000617439	ENST00000617439
ENST00000618835	ENST00000618835
ENST00000586394	ENST00000586394
ENST00000587498	ENST00000587498
ENST00000600644	ENST00000600644
ENST00000589499	ENST00000589499
ENST00000587267	ENST00000587267
ENST00000588445	ENST00000588445
ENST00000589622	ENST00000589622
ENST00000590983	ENST00000590983
ENST00000591137	ENST00000591137
ENST00000588565	ENST00000588565
ENST00000590309	ENST00000590309
ENST00000587762	ENST00000587762
ENST00000587587	ENST00000587587
ENST00000585627	ENST00000585627
ENST00000589379	ENST00000589379
ENST00000586064	ENST00000586064
ENST00000591237	ENST00000591237
ENST00000585911	ENST00000585911
ENST00000587344	ENST00000587344
ENST00000589281	ENST00000589281
ENST00000586388	ENST00000586388
ENST00000591836	ENST00000591836
ENST00000594418	ENST00000594418
ENST00000599382	ENST00000599382
ENST00000602255	ENST00000602255
ENST00000599784	ENST00000599784
ENST00000596816	ENST00000596816
ENST00000600308	ENST00000600308
ENST00000594444	ENST00000594444
ENST00000594922	ENST00000594922
ENST00000599515	ENST00000599515
ENST00000601797	ENST00000601797
ENST00000602042	ENST00000602042
ENST00000600123	ENST00000600123
ENST00000594934	ENST00000594934
ENST00000595955	ENST00000595955
ENST00000593903	ENST00000593903
ENST00000593903	ENST00000592016
ENST00000595053	ENST00000595053
ENST00000595500	ENST00000595500
ENST00000598846	ENST00000598846
ENST00000596276	ENST00000596276
ENST00000596203	ENST00000596203
ENST00000600056	ENST00000600056
ENST00000595428	ENST00000595428
ENST00000596829	ENST00000596829
ENST00000600140	ENST00000600140
ENST00000602262	ENST00000602262
ENST00000601106	ENST00000601106
ENST00000598112	ENST00000598112
ENST00000599889	ENST00000599889
ENST00000597192	ENST00000597192
ENST00000598051	ENST00000598051
ENST00000593524	ENST00000593524
ENST00000593654	ENST00000593654
ENST00000598534	ENST00000598534
ENST00000597049	ENST00000597049
ENST00000599320	ENST00000599320
ENST00000601909	ENST00000601909
ENST00000600242	ENST00000600242
ENST00000594299	ENST00000594299
ENST00000594056	ENST00000594056
ENST00000600473	ENST00000600473
ENST00000599127	ENST00000599127
ENST00000597346	ENST00000597346
ENST00000597346	ENST00000453876
ENST00000598322	ENST00000598322
ENST00000594119	ENST00000594119
ENST00000600936	ENST00000600936
ENST00000602431	ENST00000602431
ENST00000602411	ENST00000602411
ENST00000602361	ENST00000602361
ENST00000602575	ENST00000602575
ENST00000602426	ENST00000602426
ENST00000602406	ENST00000602406
ENST00000652769	ENST00000652769
ENST00000652769	ENST00000416309
ENST00000602594	ENST00000602594
ENST00000602322	ENST00000602322
ENST00000602669	ENST00000602669
ENST00000602669	ENST00000602722
ENST00000602597	ENST00000602597
ENST00000602975	ENST00000602975
ENST00000602626	ENST00000602626
ENST00000602422	ENST00000602422
ENST00000602916	ENST00000602916
ENST00000602697	ENST00000602697
ENST00000602342	ENST00000602342
ENST00000602988	ENST00000602988
ENST00000602977	ENST00000602977
ENST00000602886	ENST00000602886
ENST00000602760	ENST00000602760
ENST00000602739	ENST00000602739
ENST00000602474	ENST00000602474
ENST00000602663	ENST00000602663
ENST00000602316	ENST00000602316
ENST00000602741	ENST00000602741
ENST00000602461	ENST00000602461
ENST00000602718	ENST00000602718
ENST00000602641	ENST00000602641
ENST00000602353	ENST00000602353
ENST00000602558	ENST00000602558
ENST00000602445	ENST00000602445
ENST00000602345	ENST00000602345
ENST00000602827	ENST00000602827
ENST00000602618	ENST00000602618
ENST00000602568	ENST00000602568
ENST00000602838	ENST00000602838
ENST00000602304	ENST00000602304
ENST00000602585	ENST00000602585
ENST00000602347	ENST00000602347
ENST00000602609	ENST00000602609
ENST00000483481	ENST00000483481
ENST00000602844	ENST00000602844
ENST00000602640	ENST00000602640
ENST00000605571	ENST00000605571
ENST00000603415	ENST00000603415
ENST00000605082	ENST00000605082
ENST00000605740	ENST00000605740
ENST00000604491	ENST00000604491
ENST00000603521	ENST00000603521
ENST00000605794	ENST00000605794
ENST00000605794	ENST00000589395
ENST00000603915	ENST00000603915
ENST00000604716	ENST00000604716
ENST00000603682	ENST00000603682
ENST00000603233	ENST00000603233
ENST00000604666	ENST00000604666
ENST00000602992	ENST00000602992
ENST00000604855	ENST00000604855
ENST00000604215	ENST00000604215
ENST00000605334	ENST00000605334
ENST00000604448	ENST00000604448
ENST00000605249	ENST00000605249
ENST00000605586	ENST00000605586
ENST00000604485	ENST00000604485
ENST00000604082	ENST00000604082
ENST00000603884	ENST00000603884
ENST00000605007	ENST00000605007
ENST00000603533	ENST00000603533
ENST00000605350	ENST00000605350
ENST00000604070	ENST00000604070
ENST00000605836	ENST00000605836
ENST00000603748	ENST00000603748
ENST00000605480	ENST00000605480
ENST00000607571	ENST00000607571
ENST00000607068	ENST00000607068
ENST00000607715	ENST00000607715
ENST00000607386	ENST00000607386
ENST00000606154	ENST00000606154
ENST00000607296	ENST00000607296
ENST00000580790	ENST00000580790
ENST00000607259	ENST00000607259
ENST00000607115	ENST00000607115
ENST00000606796	ENST00000606796
ENST00000606259	ENST00000606259
ENST00000607625	ENST00000607625
ENST00000607415	ENST00000607415
ENST00000607378	ENST00000607378
ENST00000606491	ENST00000606491
ENST00000433214	ENST00000433214
ENST00000607391	ENST00000607391
ENST00000606664	ENST00000606664
ENST00000607464	ENST00000607464
ENST00000607706	ENST00000607706
ENST00000607611	ENST00000607611
ENST00000606361	ENST00000606361
ENST00000606229	ENST00000606229
ENST00000607407	ENST00000607407
ENST00000606343	ENST00000606343
ENST00000607036	ENST00000607036
ENST00000606489	ENST00000606489
ENST00000607718	ENST00000607718
ENST00000415917	ENST00000415917
ENST00000606993	ENST00000606993
ENST00000607250	ENST00000607250
ENST00000607659	ENST00000607659
ENST00000607459	ENST00000607459
ENST00000606287	ENST00000606287
ENST00000607453	ENST00000607453
ENST00000606432	ENST00000606432
ENST00000606640	ENST00000606640
ENST00000607790	ENST00000607790
ENST00000606596	ENST00000606596
ENST00000606208	ENST00000606208
ENST00000605999	ENST00000605999
ENST00000606980	ENST00000606980
ENST00000606125	ENST00000606125
ENST00000607565	ENST00000607565
ENST00000435967	ENST00000435967
ENST00000607089	ENST00000607089
ENST00000606924	ENST00000606924
ENST00000607434	ENST00000607434
ENST00000607795	ENST00000607795
ENST00000606772	ENST00000606772
ENST00000605896	ENST00000605896
ENST00000606393	ENST00000606393
ENST00000607830	ENST00000607830
ENST00000607858	ENST00000607858
ENST00000606235	ENST00000606235
ENST00000607245	ENST00000607245
ENST00000606542	ENST00000606542
ENST00000606756	ENST00000606756
ENST00000607363	ENST00000607363
ENST00000606115	ENST00000606115
ENST00000606034	ENST00000606034
ENST00000607405	ENST00000607405
ENST00000606713	ENST00000606713
ENST00000607072	ENST00000607072
ENST00000608775	ENST00000608775
ENST00000608068	ENST00000608068
ENST00000608834	ENST00000608834
ENST00000608299	ENST00000608299
ENST00000609669	ENST00000609669
ENST00000610270	ENST00000610270
ENST00000609976	ENST00000609976
ENST00000607877	ENST00000607877
ENST00000456638	ENST00000456638
ENST00000609303	ENST00000609303
ENST00000460754	ENST00000460754
ENST00000608005	ENST00000608005
ENST00000608826	ENST00000608826
ENST00000608195	ENST00000608195
ENST00000607902	ENST00000607902
ENST00000609212	ENST00000609212
ENST00000593346	ENST00000593346
ENST00000593346	ENST00000625031
ENST00000608952	ENST00000608952
ENST00000609200	ENST00000609200
ENST00000609813	ENST00000609813
ENST00000609162	ENST00000609162
ENST00000608941	ENST00000608941
ENST00000608770	ENST00000608770
ENST00000608615	ENST00000608615
ENST00000418273	ENST00000418273
ENST00000310771	ENST00000310771
ENST00000608925	ENST00000608925
ENST00000609071	ENST00000609071
ENST00000609424	ENST00000609424
ENST00000608537	ENST00000608537
ENST00000608095	ENST00000608095
ENST00000608319	ENST00000608319
ENST00000609953	ENST00000609953
ENST00000610050	ENST00000610050
ENST00000607876	ENST00000607876
ENST00000610269	ENST00000610269
ENST00000608748	ENST00000608748
ENST00000610061	ENST00000610061
ENST00000608286	ENST00000608286
ENST00000575331	ENST00000575331
ENST00000575331	ENST00000575310
ENST00000609771	ENST00000609771
ENST00000609497	ENST00000609497
ENST00000567428	ENST00000567428
ENST00000608314	ENST00000608314
ENST00000608625	ENST00000608625
ENST00000607968	ENST00000607968
ENST00000609172	ENST00000609172
ENST00000566538	ENST00000566538
ENST00000610267	ENST00000610267
ENST00000609330	ENST00000609330
ENST00000609218	ENST00000609218
ENST00000610143	ENST00000610143
ENST00000609234	ENST00000609234
ENST00000609800	ENST00000609800
ENST00000609475	ENST00000609475
ENST00000609590	ENST00000609590
ENST00000608335	ENST00000608335
ENST00000609190	ENST00000609190
ENST00000610036	ENST00000610036
ENST00000607898	ENST00000607898
ENST00000609680	ENST00000609680
ENST00000609910	ENST00000609910
ENST00000392176	ENST00000392176
ENST00000424407	ENST00000424407
ENST00000609671	ENST00000609671
ENST00000608515	ENST00000608515
ENST00000609091	ENST00000609091
ENST00000608547	ENST00000608547
ENST00000609691	ENST00000609691
ENST00000607963	ENST00000607963
ENST00000608016	ENST00000608016
ENST00000610177	ENST00000610177
ENST00000609087	ENST00000609087
ENST00000609998	ENST00000609998
ENST00000609134	ENST00000609134
ENST00000595815	ENST00000595815
ENST00000610245	ENST00000610245
ENST00000608373	ENST00000608373
ENST00000609473	ENST00000609473
ENST00000609755	ENST00000609755
ENST00000608680	ENST00000608680
ENST00000609432	ENST00000609432
ENST00000608509	ENST00000608509
ENST00000608000	ENST00000608000
ENST00000609934	ENST00000609934
ENST00000609701	ENST00000609701
ENST00000609206	ENST00000609206
ENST00000609510	ENST00000609510
ENST00000609422	ENST00000609422
ENST00000608144	ENST00000608144
ENST00000609958	ENST00000609958
ENST00000608010	ENST00000608010
ENST00000608694	ENST00000608694
ENST00000520515	ENST00000520515
ENST00000608605	ENST00000608605
ENST00000609898	ENST00000609898
ENST00000610233	ENST00000610233
ENST00000608028	ENST00000608028
ENST00000610089	ENST00000610089
ENST00000608358	ENST00000608358
ENST00000608871	ENST00000608871
ENST00000610248	ENST00000610248
ENST00000607893	ENST00000607893
ENST00000454572	ENST00000454572
ENST00000442292	ENST00000442292
ENST00000609770	ENST00000609770
ENST00000609356	ENST00000609356
ENST00000609123	ENST00000609123
ENST00000609320	ENST00000609320
ENST00000608357	ENST00000608357
ENST00000608063	ENST00000608063
ENST00000617191	ENST00000617191
ENST00000611741	ENST00000611741
ENST00000611741	ENST00000428118
ENST00000617058	ENST00000617058
ENST00000614119	ENST00000614119
ENST00000619017	ENST00000619017
ENST00000616598	ENST00000616598
ENST00000619319	ENST00000619319
ENST00000616608	ENST00000616608
ENST00000616822	ENST00000616822
ENST00000614876	ENST00000614876
ENST00000620124	ENST00000620124
ENST00000613918	ENST00000613918
ENST00000434245	ENST00000434245
ENST00000619486	ENST00000619486
ENST00000617574	ENST00000617574
ENST00000620472	ENST00000620472
ENST00000611487	ENST00000611487
ENST00000614612	ENST00000614612
ENST00000614212	ENST00000614212
ENST00000610572	ENST00000610572
ENST00000613900	ENST00000613900
ENST00000614205	ENST00000614205
ENST00000619766	ENST00000619766
ENST00000485071	ENST00000485071
ENST00000612997	ENST00000612997
ENST00000613093	ENST00000613093
ENST00000621331	ENST00000621331
ENST00000621778	ENST00000621778
ENST00000614396	ENST00000614396
ENST00000614663	ENST00000614663
ENST00000622182	ENST00000622182
ENST00000619654	ENST00000619654
ENST00000617465	ENST00000617465
ENST00000618303	ENST00000618303
ENST00000622201	ENST00000622201
ENST00000610778	ENST00000610778
ENST00000613658	ENST00000613658
ENST00000614810	ENST00000614810
ENST00000613178	ENST00000613178
ENST00000611274	ENST00000611274
ENST00000621223	ENST00000621223
ENST00000612818	ENST00000612818
ENST00000622369	ENST00000622369
ENST00000621583	ENST00000621583
ENST00000614749	ENST00000614749
ENST00000339021	ENST00000339021
ENST00000462959	ENST00000462959
ENST00000621730	ENST00000621730
ENST00000617135	ENST00000617135
ENST00000619851	ENST00000619851
ENST00000613153	ENST00000613153
ENST00000612792	ENST00000612792
ENST00000621405	ENST00000621405
ENST00000612734	ENST00000612734
ENST00000610769	ENST00000610769
ENST00000613068	ENST00000613068
ENST00000619323	ENST00000619323
ENST00000610421	ENST00000610421
ENST00000621597	ENST00000621597
ENST00000616116	ENST00000616116
ENST00000617440	ENST00000617440
ENST00000618256	ENST00000618256
ENST00000618256	ENST00000602981
ENST00000612545	ENST00000612545
ENST00000614011	ENST00000614011
ENST00000621084	ENST00000621084
ENST00000610630	ENST00000610630
ENST00000616512	ENST00000616512
ENST00000612618	ENST00000612618
ENST00000620496	ENST00000620496
ENST00000621248	ENST00000621248
ENST00000616071	ENST00000616071
ENST00000619006	ENST00000619006
ENST00000613868	ENST00000613868
ENST00000612496	ENST00000612496
ENST00000622907	ENST00000622907
ENST00000612170	ENST00000612170
ENST00000614874	ENST00000614874
ENST00000611964	ENST00000611964
ENST00000617563	ENST00000617563
ENST00000612456	ENST00000612456
ENST00000559714	ENST00000559714
ENST00000559621	ENST00000559621
ENST00000560221	ENST00000560221
ENST00000559786	ENST00000559786
ENST00000561318	ENST00000561318
ENST00000558899	ENST00000558899
ENST00000559509	ENST00000559509
ENST00000558797	ENST00000558797
ENST00000559675	ENST00000559675
ENST00000557989	ENST00000557989
ENST00000560153	ENST00000560153
ENST00000559779	ENST00000559779
ENST00000558587	ENST00000558587
ENST00000560400	ENST00000560400
ENST00000560255	ENST00000560255
ENST00000558575	ENST00000558575
ENST00000558221	ENST00000558221
ENST00000558061	ENST00000558061
ENST00000560803	ENST00000560803
ENST00000558696	ENST00000558696
ENST00000560812	ENST00000560812
ENST00000563989	ENST00000563989
ENST00000561606	ENST00000561606
ENST00000566942	ENST00000566942
ENST00000564046	ENST00000564046
ENST00000568776	ENST00000568776
ENST00000570267	ENST00000570267
ENST00000567508	ENST00000567508
ENST00000420070	ENST00000420070
ENST00000565978	ENST00000565978
ENST00000565695	ENST00000565695
ENST00000566054	ENST00000566054
ENST00000565382	ENST00000565382
ENST00000565283	ENST00000565283
ENST00000563103	ENST00000563103
ENST00000564901	ENST00000564901
ENST00000568150	ENST00000568150
ENST00000568695	ENST00000568695
ENST00000569583	ENST00000569583
ENST00000561559	ENST00000561559
ENST00000563472	ENST00000563472
ENST00000570080	ENST00000570080
ENST00000567186	ENST00000567186
ENST00000564121	ENST00000564121
ENST00000562315	ENST00000562315
ENST00000563252	ENST00000563252
ENST00000565714	ENST00000565714
ENST00000566699	ENST00000566699
ENST00000567594	ENST00000567594
ENST00000568593	ENST00000568593
ENST00000563192	ENST00000563192
ENST00000561705	ENST00000561705
ENST00000563105	ENST00000563105
ENST00000563278	ENST00000563278
ENST00000564705	ENST00000564705
ENST00000565686	ENST00000565686
ENST00000562897	ENST00000562897
ENST00000567904	ENST00000567904
ENST00000567209	ENST00000567209
ENST00000568032	ENST00000568032
ENST00000561547	ENST00000561547
ENST00000563176	ENST00000563176
ENST00000566847	ENST00000566847
ENST00000564226	ENST00000564226
ENST00000568856	ENST00000568856
ENST00000562919	ENST00000562919
ENST00000568654	ENST00000568654
ENST00000563810	ENST00000563810
ENST00000567234	ENST00000567234
ENST00000564152	ENST00000564152
ENST00000561649	ENST00000561649
ENST00000565600	ENST00000565600
ENST00000563734	ENST00000563734
ENST00000564287	ENST00000564287
ENST00000569214	ENST00000569214
ENST00000565098	ENST00000565098
ENST00000562591	ENST00000562591
ENST00000562820	ENST00000562820
ENST00000564063	ENST00000564063
ENST00000561529	ENST00000561529
ENST00000561519	ENST00000561519
ENST00000565390	ENST00000565390
ENST00000565162	ENST00000565162
ENST00000562572	ENST00000562572
ENST00000565153	ENST00000565153
ENST00000566476	ENST00000566476
ENST00000564485	ENST00000564485
ENST00000564549	ENST00000564549
ENST00000566639	ENST00000566639
ENST00000567527	ENST00000567527
ENST00000566170	ENST00000566170
ENST00000568302	ENST00000568302
ENST00000562834	ENST00000562834
ENST00000565623	ENST00000565623
ENST00000565968	ENST00000565968
ENST00000562878	ENST00000562878
ENST00000563217	ENST00000563217
ENST00000566814	ENST00000566814
ENST00000561592	ENST00000561592
ENST00000561761	ENST00000561761
ENST00000619110	ENST00000619110
ENST00000611427	ENST00000611427
ENST00000620845	ENST00000620845
ENST00000612725	ENST00000612725
ENST00000615831	ENST00000615831
ENST00000619226	ENST00000619226
ENST00000619867	ENST00000619867
ENST00000617211	ENST00000617211
ENST00000621254	ENST00000621254
ENST00000610400	ENST00000610400
ENST00000623811	ENST00000623811
ENST00000625123	ENST00000625123
ENST00000625085	ENST00000625085
ENST00000623802	ENST00000623802
ENST00000623225	ENST00000623225
ENST00000624150	ENST00000624150
ENST00000624361	ENST00000624361
ENST00000623789	ENST00000623789
ENST00000623837	ENST00000623837
ENST00000623896	ENST00000623896
ENST00000623896	ENST00000433840
ENST00000624017	ENST00000624017
ENST00000623177	ENST00000623177
ENST00000623981	ENST00000623981
ENST00000623178	ENST00000623178
ENST00000623774	ENST00000623774
ENST00000625186	ENST00000625186
ENST00000624757	ENST00000624757
ENST00000623077	ENST00000623077
ENST00000623577	ENST00000623577
ENST00000623524	ENST00000623524
ENST00000624137	ENST00000624137
ENST00000624124	ENST00000624124
ENST00000624777	ENST00000624777
ENST00000622988	ENST00000622988
ENST00000623921	ENST00000623921
ENST00000623921	ENST00000624886
ENST00000623431	ENST00000623431
ENST00000624119	ENST00000624119
ENST00000625094	ENST00000625094
ENST00000623510	ENST00000623510
ENST00000623026	ENST00000623026
ENST00000625100	ENST00000625100
ENST00000624188	ENST00000624188
ENST00000624558	ENST00000624558
ENST00000624558	ENST00000625130
ENST00000623493	ENST00000623493
ENST00000624980	ENST00000624980
ENST00000624835	ENST00000624835
ENST00000625182	ENST00000625182
ENST00000623342	ENST00000623342
ENST00000625041	ENST00000625041
ENST00000624148	ENST00000624148
ENST00000623619	ENST00000623619
ENST00000623455	ENST00000623455
ENST00000623128	ENST00000623128
ENST00000624363	ENST00000624363
ENST00000623155	ENST00000623155
ENST00000625156	ENST00000625156
ENST00000625136	ENST00000625136
ENST00000626304	ENST00000626304
ENST00000623911	ENST00000623911
ENST00000624546	ENST00000624546
ENST00000623674	ENST00000623674
ENST00000623440	ENST00000623440
ENST00000623545	ENST00000623545
ENST00000624339	ENST00000624339
ENST00000622940	ENST00000622940
ENST00000624480	ENST00000624480
ENST00000624286	ENST00000624286
ENST00000624324	ENST00000624324
ENST00000623793	ENST00000623793
ENST00000624179	ENST00000624179
ENST00000623938	ENST00000623938
ENST00000623804	ENST00000623804
ENST00000624440	ENST00000624440
ENST00000624581	ENST00000624581
ENST00000622979	ENST00000622979
ENST00000623057	ENST00000623057
ENST00000623124	ENST00000623124
ENST00000623701	ENST00000623701
ENST00000651058	ENST00000651058
ENST00000623054	ENST00000623054
ENST00000624048	ENST00000624048
ENST00000624429	ENST00000624429
ENST00000624062	ENST00000624062
ENST00000624849	ENST00000624849
ENST00000624121	ENST00000624121
ENST00000622989	ENST00000622989
ENST00000625140	ENST00000625140
ENST00000624289	ENST00000624289
ENST00000623964	ENST00000623964
ENST00000624499	ENST00000624499
ENST00000623540	ENST00000623540
ENST00000624863	ENST00000624863
ENST00000624842	ENST00000624842
ENST00000624650	ENST00000624650
ENST00000623179	ENST00000623179
ENST00000623742	ENST00000623742
ENST00000623350	ENST00000623350
ENST00000622996	ENST00000622996
ENST00000624212	ENST00000624212
ENST00000624600	ENST00000624600
ENST00000624795	ENST00000624795
ENST00000624142	ENST00000624142
ENST00000623308	ENST00000623308
ENST00000625180	ENST00000625180
ENST00000624318	ENST00000624318
ENST00000623844	ENST00000623844
ENST00000623323	ENST00000623323
ENST00000623136	ENST00000623136
ENST00000623595	ENST00000623595
ENST00000623017	ENST00000623017
ENST00000623435	ENST00000623435
ENST00000624099	ENST00000624099
ENST00000624057	ENST00000624057
ENST00000623762	ENST00000623762
ENST00000623353	ENST00000623353
ENST00000624961	ENST00000624961
ENST00000623414	ENST00000623414
ENST00000623105	ENST00000623105
ENST00000624141	ENST00000624141
ENST00000625089	ENST00000625089
ENST00000623794	ENST00000623794
ENST00000623486	ENST00000623486
ENST00000624910	ENST00000624910
ENST00000624612	ENST00000624612
ENST00000624360	ENST00000624360
ENST00000624705	ENST00000624705
ENST00000624351	ENST00000624351
ENST00000623509	ENST00000623509
ENST00000624661	ENST00000624661
ENST00000623645	ENST00000623645
ENST00000624879	ENST00000624879
ENST00000623917	ENST00000623917
ENST00000624177	ENST00000624177
ENST00000623695	ENST00000623695
ENST00000624870	ENST00000624870
ENST00000624925	ENST00000624925
ENST00000624779	ENST00000624779
ENST00000623846	ENST00000623846
ENST00000624251	ENST00000624251
ENST00000624493	ENST00000624493
ENST00000623328	ENST00000623328
ENST00000622917	ENST00000622917
ENST00000624712	ENST00000624712
ENST00000623828	ENST00000623828
ENST00000622968	ENST00000622968
ENST00000624240	ENST00000624240
ENST00000625151	ENST00000625151
ENST00000623747	ENST00000623747
ENST00000623208	ENST00000623208
ENST00000623731	ENST00000623731
ENST00000624336	ENST00000624336
ENST00000623020	ENST00000623020
ENST00000623708	ENST00000623708
ENST00000623591	ENST00000623591
ENST00000623381	ENST00000623381
ENST00000623593	ENST00000623593
ENST00000623697	ENST00000623697
ENST00000623474	ENST00000623474
ENST00000624151	ENST00000624151
ENST00000623988	ENST00000623988
ENST00000632154	ENST00000632154
ENST00000624088	ENST00000624088
ENST00000623515	ENST00000623515
ENST00000623008	ENST00000623008
ENST00000624035	ENST00000624035
ENST00000623801	ENST00000623801
ENST00000624584	ENST00000624584
ENST00000623937	ENST00000623937
ENST00000623580	ENST00000623580
ENST00000624433	ENST00000624433
ENST00000624365	ENST00000624365
ENST00000624074	ENST00000624074
ENST00000623873	ENST00000623873
ENST00000623229	ENST00000623229
ENST00000623048	ENST00000623048
ENST00000625135	ENST00000625135
ENST00000624066	ENST00000624066
ENST00000623543	ENST00000623543
ENST00000625104	ENST00000625104
ENST00000624007	ENST00000624007
ENST00000623221	ENST00000623221
ENST00000624982	ENST00000624982
